level,word,part_of_speech,definition,synonyms,more_synonyms,mnemonic,context_sentence,story_builder,mnemonic_source_url
15,elucidate,v,make clear and (more) comprehensible,"clarify, clear up, elucidate","explain, explain, note, solve, appeal, explain",Think of 'elucidate' as 'elu' to help remember it means make clear and (more) comprehensible.,We can 'elucidate' when we make clear and (more) comprehensible.,"Yesterday, I had to ___ when I make clear and (more) comprehensible. Choices: [elucidate, play, jump].",
15,elusive,adj,difficult to describe,elusive,"evasive, lying, deceitful, fleeing, secretive, unreachable",Think of 'elusive' as 'elu' to help remember it means difficult to describe.,My toy is very 'elusive' because it is difficult to describe.,"Yesterday, I had to ___ when I difficult to describe. Choices: [elusive, play, jump].",
15,emanate,v,"proceed or issue forth, as from a source",emanate,"give off, happen, happen, arise, come from, fall","Think of 'emanate' as 'ema' to help remember it means proceed or issue forth, as from a source.","We can 'emanate' when we proceed or issue forth, as from a source.","Yesterday, I had to ___ when I proceed or issue forth, as from a source. Choices: [emanate, play, jump].",
15,embargo,n,a government order imposing a trade barrier,"embargo, trade embargo, trade stoppage","prohibition, forbiddance, ban, reject, forbid, expulsion",Think of 'embargo' as 'emb' to help remember it means a government order imposing a trade barrier.,The word 'embargo' is a thing: it means a government order imposing a trade barrier.,"Yesterday, I had to ___ when I a government order imposing a trade barrier. Choices: [embargo, play, jump].",
15,embarrassment,n,the shame you feel when your inadequacy or guilt is made public,embarrassment,"humiliation, displeasure, confusion, disorientation, shyness, danger",Think of 'embarrassment' as 'emb' to help remember it means the shame you feel when your inadequacy or guilt is made public.,The word 'embarrassment' is a thing: it means the shame you feel when your inadequacy or guilt is made public.,"Yesterday, I had to ___ when I the shame you feel when your inadequacy or guilt is made public. Choices: [embarrassment, play, jump].",
15,embellish,v,add details to,"embroider, pad, lard, embellish, aggrandize, aggrandise, blow up, dramatize, dramatise","decorate, decorate, adorn, enhance, shade, clothe",Think of 'embellish' as 'emb' to help remember it means add details to.,We can 'embellish' when we add details to.,"Yesterday, I had to ___ when I add details to. Choices: [embellish, play, jump].",
15,embellishment,n,elaboration of an interpretation by the use of decorative (sometimes fictitious) detail,"embellishment, embroidery","decorating, attachment, enhancing, decoration, beautification, depiction",Think of 'embellishment' as 'emb' to help remember it means elaboration of an interpretation by the use of decorative (sometimes fictitious) detail.,The word 'embellishment' is a thing: it means elaboration of an interpretation by the use of decorative (sometimes fictitious) detail.,"Yesterday, I had to ___ when I elaboration of an interpretation by the use of decorative (sometimes fictitious) detail. Choices: [embellishment, play, jump].",
15,empathy,n,understanding and entering into another’s feelings,empathy,"understanding, feeling, harmony, mental state, state of mind, sympathy",Think of 'empathy' as 'emp' to help remember it means understanding and entering into another’s feelings.,The word 'empathy' is a thing: it means understanding and entering into another’s feelings.,"Yesterday, I had to ___ when I understanding and entering into another’s feelings. Choices: [empathy, play, jump].",
15,enclave,n,an enclosed territory that is culturally distinct from the foreign territory that surrounds it,enclave,"authority, land surrounded by body of water, habitat, enclose, domain",Think of 'enclave' as 'enc' to help remember it means an enclosed territory that is culturally distinct from the foreign territory that surrounds it.,The word 'enclave' is a thing: it means an enclosed territory that is culturally distinct from the foreign territory that surrounds it.,"Yesterday, I had to ___ when I an enclosed territory that is culturally distinct from the foreign territory that surrounds it. Choices: [enclave, play, jump].",
15,endemic,n,a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location,"endemic, endemic disease","native, native, contagious, communicable, ailment, unhealthy",Think of 'endemic' as 'end' to help remember it means a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location.,The word 'endemic' is a thing: it means a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location.,"Yesterday, I had to ___ when I a disease that is constantly present to a greater or lesser degree in people of a certain class or in people living in a particular location. Choices: [endemic, play, jump].",
15,engross,v,devote (oneself) fully to,"steep, immerse, engulf, plunge, engross, absorb, soak up","captivate, captivate, fascinate, sign, charm, make up",Think of 'engross' as 'eng' to help remember it means devote (oneself) fully to.,We can 'engross' when we devote (oneself) fully to.,"Yesterday, I had to ___ when I devote (oneself) fully to. Choices: [engross, play, jump].",
15,entice,v,provoke someone to do something through (often false or exaggerated) promises or persuasion,,,Think of 'entice' as 'ent' to help remember it means provoke someone to do something through (often false or exaggerated) promises or persuasion.,We can 'entice' when we provoke someone to do something through (often false or exaggerated) promises or persuasion.,"Yesterday, I had to ___ when I provoke someone to do something through (often false or exaggerated) promises or persuasion. Choices: [entice, play, jump].",
15,entomology,n,the branch of zoology that studies insects,"entomology, bugology",,Think of 'entomology' as 'ent' to help remember it means the branch of zoology that studies insects.,The word 'entomology' is a thing: it means the branch of zoology that studies insects.,"Yesterday, I had to ___ when I the branch of zoology that studies insects. Choices: [entomology, play, jump].",
15,entrench,v,fix firmly or securely,"entrench, intrench","establish, trespass, protect, invade, organize, establish",Think of 'entrench' as 'ent' to help remember it means fix firmly or securely.,We can 'entrench' when we fix firmly or securely.,"Yesterday, I had to ___ when I fix firmly or securely. Choices: [entrench, play, jump].",
15,envelop,v,enclose or enfold completely with or as if with a covering,"envelop, enfold, enwrap, wrap, enclose","encase, cover, enclose, circumnavigate, fog, protect",Think of 'envelop' as 'env' to help remember it means enclose or enfold completely with or as if with a covering.,We can 'envelop' when we enclose or enfold completely with or as if with a covering.,"Yesterday, I had to ___ when I enclose or enfold completely with or as if with a covering. Choices: [envelop, play, jump].",
15,equinox,n,either of two times of the year when the sun crosses the plane of the earth’s equator and day and night are of equal length,equinox,"season, season",Think of 'equinox' as 'equ' to help remember it means either of two times of the year when the sun crosses the plane of the earth’s equator and day and night are of equal length.,The word 'equinox' is a thing: it means either of two times of the year when the sun crosses the plane of the earth’s equator and day and night are of equal length.,"Yesterday, I had to ___ when I either of two times of the year when the sun crosses the plane of the earth’s equator and day and night are of equal length. Choices: [equinox, play, jump].",
15,eradicate,v,kill in large numbers,"eliminate, annihilate, extinguish, eradicate, wipe out, decimate, carry off","destroy, eliminate, destroy, expel, cover, destroy",Think of 'eradicate' as 'era' to help remember it means kill in large numbers.,We can 'eradicate' when we kill in large numbers.,"Yesterday, I had to ___ when I kill in large numbers. Choices: [eradicate, play, jump].",
15,erratic,adj,liable to sudden unpredictable change,"erratic, fickle, mercurial, quicksilver","unpredictable, goalless, chance, discontinuous, changeable, chance",Think of 'erratic' as 'err' to help remember it means liable to sudden unpredictable change.,My toy is very 'erratic' because it is liable to sudden unpredictable change.,"Yesterday, I had to ___ when I liable to sudden unpredictable change. Choices: [erratic, play, jump].",
15,erupt,v,start abruptly,"erupt, break out","be ejected, burp, explode, rave, happen, emerge",Think of 'erupt' as 'eru' to help remember it means start abruptly.,We can 'erupt' when we start abruptly.,"Yesterday, I had to ___ when I start abruptly. Choices: [erupt, play, jump].",
15,escalation,n,an increase to counteract a perceived discrepancy,escalation,"accumulation, increase to climax, reduction, addition, increase, jump",Think of 'escalation' as 'esc' to help remember it means an increase to counteract a perceived discrepancy.,The word 'escalation' is a thing: it means an increase to counteract a perceived discrepancy.,"Yesterday, I had to ___ when I an increase to counteract a perceived discrepancy. Choices: [escalation, play, jump].",
15,esoteric,adj,confined to and understandable by only an enlightened inner circle,esoteric,"mysterious, difficult, secret, secret, secret, abstract",Think of 'esoteric' as 'eso' to help remember it means confined to and understandable by only an enlightened inner circle.,My toy is very 'esoteric' because it is confined to and understandable by only an enlightened inner circle.,"Yesterday, I had to ___ when I confined to and understandable by only an enlightened inner circle. Choices: [esoteric, play, jump].",
15,ethos,n,(anthropology) the distinctive spirit of a culture or an era,ethos,"individuality, moral philosophy, values, morality",Think of 'ethos' as 'eth' to help remember it means (anthropology) the distinctive spirit of a culture or an era.,The word 'ethos' is a thing: it means (anthropology) the distinctive spirit of a culture or an era.,"Yesterday, I had to ___ when I (anthropology) the distinctive spirit of a culture or an era. Choices: [ethos, play, jump].",
15,evade,v,"avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)","hedge, fudge, evade, put off, circumvent, parry, elude, skirt, dodge, duck, sidestep","avoid, hold back, stay away, stop, fool, avoid","Think of 'evade' as 'eva' to help remember it means avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues).","We can 'evade' when we avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues).","Yesterday, I had to ___ when I avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues). Choices: [evade, play, jump].",
15,evaporate,v,lose or cause to lose liquid by vaporization leaving a more concentrated residue,"evaporate, vaporize, vaporise","dry up, wear away, heat, condense, make less, dry",Think of 'evaporate' as 'eva' to help remember it means lose or cause to lose liquid by vaporization leaving a more concentrated residue.,We can 'evaporate' when we lose or cause to lose liquid by vaporization leaving a more concentrated residue.,"Yesterday, I had to ___ when I lose or cause to lose liquid by vaporization leaving a more concentrated residue. Choices: [evaporate, play, jump].",
15,exacerbate,v,make worse,"worsen, aggravate, exacerbate, exasperate","infuriate, make worse, worsen, madden, harass, complicate",Think of 'exacerbate' as 'exa' to help remember it means make worse.,We can 'exacerbate' when we make worse.,"Yesterday, I had to ___ when I make worse. Choices: [exacerbate, play, jump].",
15,exalt,v,"praise, glorify, or honor","laud, extol, exalt, glorify, proclaim","praise, approve, love, activate, sanctify, commemorate","Think of 'exalt' as 'exa' to help remember it means praise, glorify, or honor.","We can 'exalt' when we praise, glorify, or honor.","Yesterday, I had to ___ when I praise, glorify, or honor. Choices: [exalt, play, jump].",
15,excavate,v,recover through digging,"excavate, unearth","dig up, dig, extend, dig, hollow out, cut, scoop",Think of 'excavate' as 'exc' to help remember it means recover through digging.,We can 'excavate' when we recover through digging.,"Yesterday, I had to ___ when I recover through digging. Choices: [excavate, play, jump].",
15,exemplify,v,be characteristic of,"exemplify, represent","be example, quote, describe, explain, explain, represent",Think of 'exemplify' as 'exe' to help remember it means be characteristic of.,We can 'exemplify' when we be characteristic of.,"Yesterday, I had to ___ when I be characteristic of. Choices: [exemplify, play, jump].",
15,exhibitionist,n,someone with a compulsive desire to expose the genitals,"exhibitionist, flasher","boaster, sociable person, braggart",Think of 'exhibitionist' as 'exh' to help remember it means someone with a compulsive desire to expose the genitals.,The word 'exhibitionist' is a thing: it means someone with a compulsive desire to expose the genitals.,"Yesterday, I had to ___ when I someone with a compulsive desire to expose the genitals. Choices: [exhibitionist, play, jump].",
15,expatriate,v,expel from a country,"expatriate, deport, exile","exile, expel, emigrant, expel, banish, deviate",Think of 'expatriate' as 'exp' to help remember it means expel from a country.,We can 'expatriate' when we expel from a country.,"Yesterday, I had to ___ when I expel from a country. Choices: [expatriate, play, jump].",
15,extinct,adj,no longer in existence; lost or especially having died out leaving no living representatives,"extinct, nonextant","dead, past, not alive, not working, dead, not present",Think of 'extinct' as 'ext' to help remember it means no longer in existence; lost or especially having died out leaving no living representatives.,My toy is very 'extinct' because it is no longer in existence; lost or especially having died out leaving no living representatives.,"Yesterday, I had to ___ when I no longer in existence; lost or especially having died out leaving no living representatives. Choices: [extinct, play, jump].",
15,extinguish,v,put an end to; kill,"snuff out, extinguish","put out, kill, eliminate, destroy, lose consciousness, destroy",Think of 'extinguish' as 'ext' to help remember it means put an end to; kill.,We can 'extinguish' when we put an end to; kill.,"Yesterday, I had to ___ when I put an end to; kill. Choices: [extinguish, play, jump].",
15,extremity,n,an external body part that projects from the body,"extremity, appendage, member","limit, appendage, limb, end, margin, limit",Think of 'extremity' as 'ext' to help remember it means an external body part that projects from the body.,The word 'extremity' is a thing: it means an external body part that projects from the body.,"Yesterday, I had to ___ when I an external body part that projects from the body. Choices: [extremity, play, jump].",
15,extrude,v,form or shape by forcing through an opening,"extrude, squeeze out","force out, kick, project, throw out, discharge, throw out",Think of 'extrude' as 'ext' to help remember it means form or shape by forcing through an opening.,We can 'extrude' when we form or shape by forcing through an opening.,"Yesterday, I had to ___ when I form or shape by forcing through an opening. Choices: [extrude, play, jump].",
15,facade,n,the face or front of a building,"facade, frontage, frontal","appearance, pretense, pretense, screen, boast, cover",Think of 'facade' as 'fac' to help remember it means the face or front of a building.,The word 'facade' is a thing: it means the face or front of a building.,"Yesterday, I had to ___ when I the face or front of a building. Choices: [facade, play, jump].",
15,fad,n,an interest followed with exaggerated zeal,"fad, craze, furor, furore, cult, rage","craze, obsession, change, diet designed for quick weight loss, latest fashion, excitement",Think of 'fad' as 'fad' to help remember it means an interest followed with exaggerated zeal.,The word 'fad' is a thing: it means an interest followed with exaggerated zeal.,"Yesterday, I had to ___ when I an interest followed with exaggerated zeal. Choices: [fad, play, jump].",
15,fad,,Synonyms:,"More Synonyms: craze, obsession, change, diet designed for quick weight loss, latest fashion, excitement","craze, obsession, change, diet designed for quick weight loss, latest fashion, excitement",Think of 'fad' as 'fad' to help remember it means Synonyms:.,I will use the word 'fad' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [fad, play, jump].",
15,faddish,,Synonyms:,"More Synonyms: fashionable, current","fashionable, current",Think of 'faddish' as 'fad' to help remember it means Synonyms:.,I will use the word 'faddish' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [faddish, play, jump].",
15,fallacy,n,a misconception resulting from incorrect reasoning,"fallacy, false belief","misconception, lie, trick, misconception, avoidance, mistake",Think of 'fallacy' as 'fal' to help remember it means a misconception resulting from incorrect reasoning.,The word 'fallacy' is a thing: it means a misconception resulting from incorrect reasoning.,"Yesterday, I had to ___ when I a misconception resulting from incorrect reasoning. Choices: [fallacy, play, jump].",
15,famine,n,an acute insufficiency,"dearth, famine, shortage","hunger, insufficiency, appetite, lack, need, lack",Think of 'famine' as 'fam' to help remember it means an acute insufficiency.,The word 'famine' is a thing: it means an acute insufficiency.,"Yesterday, I had to ___ when I an acute insufficiency. Choices: [famine, play, jump].",
15,fanfare,n,a gaudy outward display,"ostentation, fanfare, flash","cheering, showing, sound, flashy display, pageant, pageantry",Think of 'fanfare' as 'fan' to help remember it means a gaudy outward display.,The word 'fanfare' is a thing: it means a gaudy outward display.,"Yesterday, I had to ___ when I a gaudy outward display. Choices: [fanfare, play, jump].",
15,fascination,n,the state of being intensely interested (as by awe or terror),"fascination, captivation","interest, engrossment, power, interest, attractiveness, charm",Think of 'fascination' as 'fas' to help remember it means the state of being intensely interested (as by awe or terror).,The word 'fascination' is a thing: it means the state of being intensely interested (as by awe or terror).,"Yesterday, I had to ___ when I the state of being intensely interested (as by awe or terror). Choices: [fascination, play, jump].",
15,fathom,v,come to understand,"penetrate, fathom, bottom","understand, recognize, understand, understand, discover, understand",Think of 'fathom' as 'fat' to help remember it means come to understand.,We can 'fathom' when we come to understand.,"Yesterday, I had to ___ when I come to understand. Choices: [fathom, play, jump].",
15,fawn,n,a color or pigment varying around a light grey-brown color,"dun, greyish brown, grayish brown, fawn","ingratiate, flatter, brown, copper, suck up to, praise",Think of 'fawn' as 'faw' to help remember it means a color or pigment varying around a light grey-brown color.,The word 'fawn' is a thing: it means a color or pigment varying around a light grey-brown color.,"Yesterday, I had to ___ when I a color or pigment varying around a light grey-brown color. Choices: [fawn, play, jump].",
15,feeble,adj,pathetically lacking in force or effectiveness,"feeble, lame","not strong, mature, ill, pale, inadequately, not working",Think of 'feeble' as 'fee' to help remember it means pathetically lacking in force or effectiveness.,My toy is very 'feeble' because it is pathetically lacking in force or effectiveness.,"Yesterday, I had to ___ when I pathetically lacking in force or effectiveness. Choices: [feeble, play, jump].",
15,felicity,n,pleasing and appropriate manner or style (especially manner or style of expression),"felicity, felicitousness","happiness, appropriateness, blessedness, ecstasy, enjoyment,, bliss",Think of 'felicity' as 'fel' to help remember it means pleasing and appropriate manner or style (especially manner or style of expression).,The word 'felicity' is a thing: it means pleasing and appropriate manner or style (especially manner or style of expression).,"Yesterday, I had to ___ when I pleasing and appropriate manner or style (especially manner or style of expression). Choices: [felicity, play, jump].",
15,feral,adj,wild and menacing,"feral, ferine, savage","untamed, beastlike, savage, crude, animallike, violent",Think of 'feral' as 'fer' to help remember it means wild and menacing.,My toy is very 'feral' because it is wild and menacing.,"Yesterday, I had to ___ when I wild and menacing. Choices: [feral, play, jump].",
15,ferment,n,a state of agitation or turbulent change or development,"agitation, ferment, fermentation, tempestuousness, unrest","acidify, disturb, boil, mix up, commotion, clamor",Think of 'ferment' as 'fer' to help remember it means a state of agitation or turbulent change or development.,The word 'ferment' is a thing: it means a state of agitation or turbulent change or development.,"Yesterday, I had to ___ when I a state of agitation or turbulent change or development. Choices: [ferment, play, jump].",
15,feud,v,carry out a feud,feud,"fighting, fight, bitter conflict, fight, fight, fight",Think of 'feud' as 'feu' to help remember it means carry out a feud.,We can 'feud' when we carry out a feud.,"Yesterday, I had to ___ when I carry out a feud. Choices: [feud, play, jump].",
15,figurative,adj,(used of the meanings of words or text) not literal; using figures of speech,"figurative, nonliteral","symbolic, symbolic, elaborate, ornate, explicit, explanatory",Think of 'figurative' as 'fig' to help remember it means (used of the meanings of words or text) not literal; using figures of speech.,My toy is very 'figurative' because it is (used of the meanings of words or text) not literal; using figures of speech.,"Yesterday, I had to ___ when I (used of the meanings of words or text) not literal; using figures of speech. Choices: [figurative, play, jump].",
15,flatter,,,,,Think of 'flatter' as 'fla' to help remember it means nan.,I will use the word 'flatter' in a sentence: It is nan.,"Yesterday, I had to ___ when I nan. Choices: [flatter, play, jump].",
15,flounder,v,walk with great difficulty,"stagger, flounder","struggle, ruin, botch, blunder, be unsuccessful, stumble",Think of 'flounder' as 'flo' to help remember it means walk with great difficulty.,We can 'flounder' when we walk with great difficulty.,"Yesterday, I had to ___ when I walk with great difficulty. Choices: [flounder, play, jump].",
15,fluctuate,v,cause to fluctuate or move in a wavelike pattern,fluctuate,"change, change, throb, keep off and on, differ, question",Think of 'fluctuate' as 'flu' to help remember it means cause to fluctuate or move in a wavelike pattern.,We can 'fluctuate' when we cause to fluctuate or move in a wavelike pattern.,"Yesterday, I had to ___ when I cause to fluctuate or move in a wavelike pattern. Choices: [fluctuate, play, jump].",
15,fluency,n,powerful and effective language,"eloquence, fluency, smoothness","articulation, facility, wittiness, ease, skill, command of language",Think of 'fluency' as 'flu' to help remember it means powerful and effective language.,The word 'fluency' is a thing: it means powerful and effective language.,"Yesterday, I had to ___ when I powerful and effective language. Choices: [fluency, play, jump].",
15,fluke,n,a stroke of luck,"good luck, fluke, good fortune","chance, disaster, luck, by accident, fate, happening",Think of 'fluke' as 'flu' to help remember it means a stroke of luck.,The word 'fluke' is a thing: it means a stroke of luck.,"Yesterday, I had to ___ when I a stroke of luck. Choices: [fluke, play, jump].",
15,fodder,v,give fodder (to domesticated animals),fodder,"animal feed, expendable soldiers, meal, energy",Think of 'fodder' as 'fod' to help remember it means give fodder (to domesticated animals).,We can 'fodder' when we give fodder (to domesticated animals).,"Yesterday, I had to ___ when I give fodder (to domesticated animals). Choices: [fodder, play, jump].",
15,foreseeable,adj,capable of being anticipated,foreseeable,"estimable, liable",Think of 'foreseeable' as 'for' to help remember it means capable of being anticipated.,My toy is very 'foreseeable' because it is capable of being anticipated.,"Yesterday, I had to ___ when I capable of being anticipated. Choices: [foreseeable, play, jump].",
15,foresight,n,providence by virtue of planning prudently for the future,"foresight, foresightedness, foresightfulness","preparedness, expectation, readiness, forethought, alertness, cautious",Think of 'foresight' as 'for' to help remember it means providence by virtue of planning prudently for the future.,The word 'foresight' is a thing: it means providence by virtue of planning prudently for the future.,"Yesterday, I had to ___ when I providence by virtue of planning prudently for the future. Choices: [foresight, play, jump].",
15,formidable,adj,extremely impressive in strength or excellence,formidable,"horrible, difficult, effortful, horrifying, difficult, amazing",Think of 'formidable' as 'for' to help remember it means extremely impressive in strength or excellence.,My toy is very 'formidable' because it is extremely impressive in strength or excellence.,"Yesterday, I had to ___ when I extremely impressive in strength or excellence. Choices: [formidable, play, jump].",
15,forsake,v,leave someone who needs or counts on you; leave in the lurch,"abandon, forsake, desolate, desert","abandon, desert, deceive, throw away, back out, disagree",Think of 'forsake' as 'for' to help remember it means leave someone who needs or counts on you; leave in the lurch.,We can 'forsake' when we leave someone who needs or counts on you; leave in the lurch.,"Yesterday, I had to ___ when I leave someone who needs or counts on you; leave in the lurch. Choices: [forsake, play, jump].",
15,fragrant,adj,pleasant-smelling,,,Think of 'fragrant' as 'fra' to help remember it means pleasant-smelling.,My toy is very 'fragrant' because it is pleasant-smelling.,"Yesterday, I had to ___ when I pleasant-smelling. Choices: [fragrant, play, jump].",
15,fray,v,wear away by rubbing,"fray, frazzle","fight, shred, encounter, fight, fight, fight",Think of 'fray' as 'fra' to help remember it means wear away by rubbing.,We can 'fray' when we wear away by rubbing.,"Yesterday, I had to ___ when I wear away by rubbing. Choices: [fray, play, jump].",
15,fresco,v,paint onto wet plaster on a wall,fresco,"shade, tint",Think of 'fresco' as 'fre' to help remember it means paint onto wet plaster on a wall.,We can 'fresco' when we paint onto wet plaster on a wall.,"Yesterday, I had to ___ when I paint onto wet plaster on a wall. Choices: [fresco, play, jump].",
15,frugal,adj,avoiding waste,"economical, frugal, scotch, sparing, stinting","economical, restraining, clever, careful, saving, save",Think of 'frugal' as 'fru' to help remember it means avoiding waste.,My toy is very 'frugal' because it is avoiding waste.,"Yesterday, I had to ___ when I avoiding waste. Choices: [frugal, play, jump].",
15,futile,adj,producing no result or effect,"futile, ineffectual, otiose, unavailing","hopeless, failing, unprofitable, hopeless, fruitless, purposeless",Think of 'futile' as 'fut' to help remember it means producing no result or effect.,My toy is very 'futile' because it is producing no result or effect.,"Yesterday, I had to ___ when I producing no result or effect. Choices: [futile, play, jump].",
15,gait,n,the rate of moving (especially walking or running),"pace, gait","walk, confident walk, posture, swiftness, steps, quickness",Think of 'gait' as 'gai' to help remember it means the rate of moving (especially walking or running).,The word 'gait' is a thing: it means the rate of moving (especially walking or running).,"Yesterday, I had to ___ when I the rate of moving (especially walking or running). Choices: [gait, play, jump].",
15,gallop,v,ride at a galloping pace,gallop,"race, flow, race away, run, at top speed, walk",Think of 'gallop' as 'gal' to help remember it means ride at a galloping pace.,We can 'gallop' when we ride at a galloping pace.,"Yesterday, I had to ___ when I ride at a galloping pace. Choices: [gallop, play, jump].",
15,gape,v,look with amazement; look stupidly,"goggle, gape, gawp, gawk","gawk, gap, gaze at, stare, stare, scowl",Think of 'gape' as 'gap' to help remember it means look with amazement; look stupidly.,We can 'gape' when we look with amazement; look stupidly.,"Yesterday, I had to ___ when I look with amazement; look stupidly. Choices: [gape, play, jump].",
15,garnish,v,"take a debtor’s wages on legal orders, such as for child support","garnishee, garnish","improvement, improve, decorate, adorn, enhance, clothe","Think of 'garnish' as 'gar' to help remember it means take a debtor’s wages on legal orders, such as for child support.","We can 'garnish' when we take a debtor’s wages on legal orders, such as for child support.","Yesterday, I had to ___ when I take a debtor’s wages on legal orders, such as for child support. Choices: [garnish, play, jump].",
15,gaseous,adj,existing as or having characteristics of a gas,gaseous,"open, delicate, upset, hidden, explosive",Think of 'gaseous' as 'gas' to help remember it means existing as or having characteristics of a gas.,My toy is very 'gaseous' because it is existing as or having characteristics of a gas.,"Yesterday, I had to ___ when I existing as or having characteristics of a gas. Choices: [gaseous, play, jump].",
15,generality,n,an idea or conclusion having general application,"generalization, generalisation, generality",,Think of 'generality' as 'gen' to help remember it means an idea or conclusion having general application.,The word 'generality' is a thing: it means an idea or conclusion having general application.,"Yesterday, I had to ___ when I an idea or conclusion having general application. Choices: [generality, play, jump].",
15,gentry,n,the most powerful members of a society,"gentry, aristocracy","privileged, high class, sophistication, high society, aristocracy, class below nobility",Think of 'gentry' as 'gen' to help remember it means the most powerful members of a society.,The word 'gentry' is a thing: it means the most powerful members of a society.,"Yesterday, I had to ___ when I the most powerful members of a society. Choices: [gentry, play, jump].",
15,glacial,adj,relating to or derived from a glacier,glacial,"cold, unfriendly, frozen, cold, unfriendly, cold",Think of 'glacial' as 'gla' to help remember it means relating to or derived from a glacier.,My toy is very 'glacial' because it is relating to or derived from a glacier.,"Yesterday, I had to ___ when I relating to or derived from a glacier. Choices: [glacial, play, jump].",
15,glib,adj,marked by lack of intellectual depth,glib,"smooth-talking, witty, easy, irreverent, articulate, sickening",Think of 'glib' as 'gli' to help remember it means marked by lack of intellectual depth.,My toy is very 'glib' because it is marked by lack of intellectual depth.,"Yesterday, I had to ___ when I marked by lack of intellectual depth. Choices: [glib, play, jump].",
15,glimmer,n,a flash of light (especially reflected light),"gleam, gleaming, glimmer","flash, sparkle, light, broadcast, wink, start",Think of 'glimmer' as 'gli' to help remember it means a flash of light (especially reflected light).,The word 'glimmer' is a thing: it means a flash of light (especially reflected light).,"Yesterday, I had to ___ when I a flash of light (especially reflected light). Choices: [glimmer, play, jump].",
15,glorify,v,"praise, glorify, or honor","laud, extol, exalt, glorify, proclaim","praise, adore, respect, love, glorify, clap","Think of 'glorify' as 'glo' to help remember it means praise, glorify, or honor.","We can 'glorify' when we praise, glorify, or honor.","Yesterday, I had to ___ when I praise, glorify, or honor. Choices: [glorify, play, jump].",
15,grapple,v,come to terms with,"cope, get by, make out, make do, contend, grapple, deal, manage","wrestle, fight, fastener, grab, grasp, hold",Think of 'grapple' as 'gra' to help remember it means come to terms with.,We can 'grapple' when we come to terms with.,"Yesterday, I had to ___ when I come to terms with. Choices: [grapple, play, jump].",
15,gratify,v,make happy or satisfied,"satisfy, gratify","satisfy, serve, entertain, satisfy, attract, help",Think of 'gratify' as 'gra' to help remember it means make happy or satisfied.,We can 'gratify' when we make happy or satisfied.,"Yesterday, I had to ___ when I make happy or satisfied. Choices: [gratify, play, jump].",
15,gripe,n,informal terms for objecting,"gripe, kick, beef, bitch, squawk","complaint, hold, complain, pain, incrimination, complaint",Think of 'gripe' as 'gri' to help remember it means informal terms for objecting.,The word 'gripe' is a thing: it means informal terms for objecting.,"Yesterday, I had to ___ when I informal terms for objecting. Choices: [gripe, play, jump].",
15,grisly,adj,shockingly repellent; inspiring horror,"ghastly, grim, grisly, gruesome, macabre, sick","horrifying, bleeding, horrifying, scary, shocking, scary, horrifying",Think of 'grisly' as 'gri' to help remember it means shockingly repellent; inspiring horror.,My toy is very 'grisly' because it is shockingly repellent; inspiring horror.,"Yesterday, I had to ___ when I shockingly repellent; inspiring horror. Choices: [grisly, play, jump].",
15,groundbreaking,,,,,Think of 'groundbreaking' as 'gro' to help remember it means nan.,I will use the word 'groundbreaking' in a sentence: It is nan.,"Yesterday, I had to ___ when I nan. Choices: [groundbreaking, play, jump].",
15,grouse,v,hunt grouse,grouse,"complaint, grumble, grumbling, complaint, complaint, complain",Think of 'grouse' as 'gro' to help remember it means hunt grouse.,We can 'grouse' when we hunt grouse.,"Yesterday, I had to ___ when I hunt grouse. Choices: [grouse, play, jump].",
15,grudge,n,a resentment strong enough to justify retaliation,"grudge, score, grievance","bitterness, resent, resent, bitter conflict, jealousy, be jealous",Think of 'grudge' as 'gru' to help remember it means a resentment strong enough to justify retaliation.,The word 'grudge' is a thing: it means a resentment strong enough to justify retaliation.,"Yesterday, I had to ___ when I a resentment strong enough to justify retaliation. Choices: [grudge, play, jump].",
15,grudge,,Synonyms:,"More Synonyms: bitterness, resent, resent, bitter conflict, jealousy, be jealous","bitterness, resent, resent, bitter conflict, jealousy, be jealous",Think of 'grudge' as 'gru' to help remember it means Synonyms:.,I will use the word 'grudge' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [grudge, play, jump].",
15,guile,n,shrewdness as demonstrated by being skilled in deception,"craft, craftiness, cunning, foxiness, guile, slyness, wiliness","slyness, intelligence, cunning, deception, deceit, misleading",Think of 'guile' as 'gui' to help remember it means shrewdness as demonstrated by being skilled in deception.,The word 'guile' is a thing: it means shrewdness as demonstrated by being skilled in deception.,"Yesterday, I had to ___ when I shrewdness as demonstrated by being skilled in deception. Choices: [guile, play, jump].",
